questionId,title,difficulty,dislikes,likes,nAccepted,nSubmissions,accRate,topicTags,similarQuestions
1636,Sort Array by Increasing Frequency,Easy,30,601,30.4K,45.2K,67.3%,"['Array', 'Hash Table', 'Sorting']","[('Sort Characters By Frequency', 'Medium')]"
1637,Widest Vertical Area Between Two Points Containing No Points,Medium,319,87,18.9K,22.5K,84.0%,"['Array', 'Sorting']",[]
1638,Count Substrings That Differ by One Character,Medium,155,307,10.2K,14.3K,71.2%,"['Dynamic Programming', 'Hash Table', 'String']",[]
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,10,153,4.5K,11K,40.4%,"['Array', 'Dynamic Programming', 'String']",[]
1640,Check Array Formation Through Concatenation,Easy,97,539,58.3K,105.1K,55.5%,"['Array', 'Hash Table']",[]
1641,Count Sorted Vowel Strings,Medium,29,1186,60.4K,80.5K,75.0%,['Dynamic Programming'],[]
1642,Furthest Building You Can Reach,Medium,41,1097,31.8K,73.2K,43.5%,"['Array', 'Greedy', 'Heap (Priority Queue)']",[]
1643,Kth Smallest Instructions,Hard,3,239,5.8K,12.7K,45.5%,"['Array', 'Combinatorics', 'Dynamic Programming', 'Math']",[]
1644,Lowest Common Ancestor of a Binary Tree II,Medium,7,182,14.8K,25.9K,57.0%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Lowest Common Ancestor of a Binary Search Tree', 'Easy'), ('Lowest Common Ancestor of a Binary Tree', 'Medium'), ('Lowest Common Ancestor of a Binary Tree III', 'Medium'), ('Lowest Common Ancestor of a Binary Tree IV', 'Medium')]"
1645,Hopper Company Queries II,Hard,7,29,2.4K,6K,39.2%,['Database'],"[('Hopper Company Queries I', 'Hard'), ('Hopper Company Queries III', 'Hard'), ('Trips and Users', 'Hard')]"
1646,Get Maximum in Generated Array,Easy,275,184,36.8K,70.1K,52.6%,"['Array', 'Dynamic Programming', 'Simulation']",[]
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,17,561,36.3K,65K,55.8%,"['Greedy', 'Sorting', 'String']",[]
1648,Sell Diminishing-Valued Colored Balls,Medium,95,343,11.9K,37.8K,31.4%,"['Array', 'Binary Search', 'Greedy', 'Heap (Priority Queue)', 'Math', 'Sorting']",[]
1649,Create Sorted Array through Instructions,Hard,52,380,17.9K,48.5K,36.9%,"['Array', 'Binary Indexed Tree', 'Binary Search', 'Divide and Conquer', 'Merge Sort', 'Ordered Set', 'Segment Tree']",[]
1650,Lowest Common Ancestor of a Binary Tree III,Medium,9,270,29.8K,38.7K,77.0%,"['Binary Tree', 'Hash Table', 'Tree']","[('Lowest Common Ancestor of a Binary Search Tree', 'Easy'), ('Lowest Common Ancestor of a Binary Tree', 'Medium'), ('Lowest Common Ancestor of a Binary Tree II', 'Medium'), ('Lowest Common Ancestor of a Binary Tree IV', 'Medium')]"
1651,Hopper Company Queries III,Hard,17,14,2.4K,3.6K,67.5%,['Database'],"[('Hopper Company Queries I', 'Hard'), ('Hopper Company Queries II', 'Hard'), ('Trips and Users', 'Hard')]"
1652,Defuse the Bomb,Easy,34,277,16.9K,28K,60.4%,['Array'],[]
1653,Minimum Deletions to Make String Balanced,Medium,13,384,10.1K,19.3K,52.5%,"['Dynamic Programming', 'Stack', 'String']",[]
1654,Minimum Jumps to Reach Home,Medium,88,390,10.7K,43.3K,24.7%,"['Array', 'Breadth-First Search', 'Dynamic Programming']",[]
1655,Distribute Repeating Integers,Hard,13,137,5.4K,13.4K,40.2%,"['Array', 'Backtracking', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']",[]
1656,Design an Ordered Stream,Easy,987,124,22.2K,26.9K,82.4%,"['Array', 'Data Stream', 'Design', 'Hash Table']",[]
1657,Determine if Two Strings Are Close,Medium,31,481,33.9K,61.8K,54.9%,"['Hash Table', 'Sorting', 'String']","[('Buddy Strings', 'Easy'), ('Minimum Number of Steps to Make Two Strings Anagram', 'Medium'), ('Minimum Swaps to Make Strings Equal', 'Medium')]"
1658,Minimum Operations to Reduce X to Zero,Medium,20,1018,35.7K,107.3K,33.3%,"['Array', 'Binary Search', 'Hash Table', 'Prefix Sum', 'Two Pointers']","[('Minimum Size Subarray Sum', 'Medium'), ('Subarray Sum Equals K', 'Medium')]"
1659,Maximize Grid Happiness,Hard,42,151,2.8K,7.9K,35.9%,"['Bit Manipulation', 'Bitmask', 'Dynamic Programming', 'Memoization']",[]
1660,Correct a Binary Tree,Medium,15,106,5.8K,7.7K,75.1%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Hash Table', 'Tree']","[('Flatten Binary Tree to Linked List', 'Medium'), ('Flatten a Multilevel Doubly Linked List', 'Medium')]"
1661,Average Time of Process per Machine,Easy,19,53,8.7K,10.9K,79.5%,['Database'],[]
1662,Check If Two String Arrays are Equivalent,Easy,92,436,98.1K,119.6K,82.0%,"['Array', 'String']",[]
1663,Smallest String With A Given Numeric Value,Medium,16,447,33.3K,51.8K,64.2%,"['Greedy', 'String']",[]
1664,Ways to Make a Fair Array,Medium,16,540,17K,27.5K,62.0%,"['Array', 'Dynamic Programming']",[]
1665,Minimum Initial Energy to Finish Tasks,Hard,25,251,8.9K,16.2K,54.8%,"['Array', 'Greedy', 'Sorting']",[]
1666,Change the Root of a Binary Tree,Medium,86,37,1.7K,2.4K,69.5%,"['Binary Tree', 'Depth-First Search', 'Tree']",[]
1667,Fix Names in a Table,Easy,21,21,6.3K,10.2K,62.2%,['Database'],[]
1668,Maximum Repeating Substring,Easy,77,228,15.2K,39.2K,38.7%,"['String', 'String Matching']","[('Detect Pattern of Length M Repeated K or More Times', 'Easy')]"
1669,Merge In Between Linked Lists,Medium,79,452,29.7K,39.5K,75.0%,['Linked List'],[]
1670,Design Front Middle Back Queue,Medium,54,258,9.5K,17.5K,54.5%,"['Array', 'Data Stream', 'Design', 'Linked List', 'Queue']","[('Design Circular Deque', 'Medium'), ('Design Circular Queue', 'Medium')]"
1671,Minimum Number of Removals to Make Mountain Array,Hard,5,356,7.2K,16.2K,44.3%,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy']","[('Find in Mountain Array', 'Hard'), ('Longest Increasing Subsequence', 'Medium'), ('Longest Mountain in Array', 'Medium'), ('Peak Index in a Mountain Array', 'Easy'), ('Valid Mountain Array', 'Easy')]"
1672,Richest Customer Wealth,Easy,116,630,140.4K,159.3K,88.2%,"['Array', 'Matrix']",[]
1673,Find the Most Competitive Subsequence,Medium,48,891,33K,71.9K,45.9%,"['Array', 'Greedy', 'Monotonic Stack', 'Stack']","[('Remove K Digits', 'Medium'), ('Smallest Subsequence of Distinct Characters', 'Medium')]"
1674,Minimum Moves to Make Array Complementary,Medium,43,319,4.6K,12.6K,36.4%,"['Array', 'Hash Table', 'Prefix Sum']",[]
1675,Minimize Deviation in Array,Hard,19,436,16.5K,34.4K,48.1%,"['Array', 'Greedy', 'Heap (Priority Queue)', 'Ordered Set']",[]
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,4,140,8.4K,10.6K,79.0%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Lowest Common Ancestor of Deepest Leaves', 'Medium'), ('Lowest Common Ancestor of a Binary Search Tree', 'Easy'), ('Lowest Common Ancestor of a Binary Tree', 'Medium'), ('Lowest Common Ancestor of a Binary Tree II', 'Medium'), ('Lowest Common Ancestor of a Binary Tree III', 'Medium'), ('Lowest Common Ancestor of a Binary Tree IV', 'Medium')]"
1678,Goal Parser Interpretation,Easy,43,359,63.7K,75K,84.9%,['String'],[]
1679,Max Number of K-Sum Pairs,Medium,20,463,40.2K,75K,53.6%,"['Array', 'Hash Table', 'Sorting', 'Two Pointers']","[('Count Good Meals', 'Medium'), ('Two Sum', 'Easy')]"
1680,Concatenation of Consecutive Binary Numbers,Medium,178,257,28.9K,55.3K,52.2%,"['Bit Manipulation', 'Math', 'Simulation']",[]
1681,Minimum Incompatibility,Hard,78,126,4.7K,13.3K,35.8%,"['Array', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']",[]
1682,Longest Palindromic Subsequence II,Medium,13,59,2K,3.9K,50.7%,"['Dynamic Programming', 'String']","[('Longest Palindromic Subsequence', 'Medium')]"
1683,Invalid Tweets,Easy,45,42,11.8K,13K,90.8%,['Database'],[]
1684,Count the Number of Consistent Strings,Easy,29,397,51K,62.5K,81.6%,"['Array', 'Bit Manipulation', 'Hash Table', 'String']",[]
1685,Sum of Absolute Differences in a Sorted Array,Medium,13,408,12.8K,20.1K,63.7%,"['Array', 'Math', 'Prefix Sum']",[]
1686,Stone Game VI,Medium,17,292,7K,13.7K,51.3%,"['Array', 'Game Theory', 'Greedy', 'Heap (Priority Queue)', 'Math', 'Sorting']","[('Stone Game', 'Medium'), ('Stone Game II', 'Medium'), ('Stone Game III', 'Hard'), ('Stone Game IV', 'Hard'), ('Stone Game V', 'Hard'), ('Stone Game VII', 'Medium'), ('Stone Game VIII', 'Hard')]"
1687,Delivering Boxes from Storage to Ports,Hard,12,160,2.6K,7.2K,36.0%,"['Array', 'Dynamic Programming', 'Heap (Priority Queue)', 'Monotonic Queue', 'Queue', 'Segment Tree']",[]
1688,Count of Matches in Tournament,Easy,83,379,48.2K,58.8K,81.9%,"['Math', 'Simulation']",[]
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,357,469,51.5K,58.4K,88.2%,"['Greedy', 'String']",[]
1690,Stone Game VII,Medium,111,494,22K,37.5K,58.6%,"['Array', 'Dynamic Programming', 'Game Theory', 'Math']","[('Maximum Score from Performing Multiplication Operations', 'Medium'), ('Stone Game', 'Medium'), ('Stone Game II', 'Medium'), ('Stone Game III', 'Hard'), ('Stone Game IV', 'Hard'), ('Stone Game V', 'Hard'), ('Stone Game VI', 'Medium'), ('Stone Game VIII', 'Hard')]"
1691,Maximum Height by Stacking Cuboids ,Hard,8,236,5.4K,10.6K,50.9%,"['Array', 'Dynamic Programming', 'Sorting']",[]
1692,Count Ways to Distribute Candies,Hard,5,30,1K,1.7K,60.1%,['Dynamic Programming'],[]
1693,Daily Leads and Partners,Easy,7,40,8.9K,9.8K,90.7%,['Database'],[]
1694,Reformat Phone Number,Easy,121,137,18.1K,28K,64.7%,['String'],[]
1695,Maximum Erasure Value,Medium,10,555,31.1K,59.4K,52.3%,"['Array', 'Hash Table', 'Sliding Window']","[('Longest Substring Without Repeating Characters', 'Medium')]"
1696,Jump Game VI,Medium,39,803,29.9K,71.1K,42.0%,"['Array', 'Dynamic Programming', 'Heap (Priority Queue)', 'Monotonic Queue', 'Queue', 'Sliding Window']","[('Jump Game VII', 'Medium'), ('Sliding Window Maximum', 'Hard')]"
1697,Checking Existence of Edge Length Limited Paths,Hard,6,326,6K,12.6K,48.0%,"['Array', 'Graph', 'Sorting', 'Union Find']","[('Checking Existence of Edge Length Limited Paths II', 'Hard')]"
1698,Number of Distinct Substrings in a String,Medium,12,57,2.4K,3.9K,60.8%,"['Hash Function', 'Rolling Hash', 'String', 'Suffix Array', 'Trie']",[]
1699,Number of Calls Between Two Persons,Medium,2,57,6.9K,8.1K,86.0%,['Database'],[]
1700,Number of Students Unable to Eat Lunch,Easy,27,360,19.7K,29.1K,67.7%,"['Array', 'Queue', 'Simulation', 'Stack']",[]
1701,Average Waiting Time,Medium,26,226,14.1K,23.2K,60.8%,"['Array', 'Simulation']",[]
1702,Maximum Binary String After Change,Medium,28,227,6.5K,14.9K,43.9%,"['Greedy', 'String']",[]
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,9,254,3.5K,9.3K,37.3%,"['Array', 'Greedy', 'Prefix Sum', 'Sliding Window']","[(""Minimum Swaps to Group All 1's Together"", 'Medium')]"
1704,Determine if String Halves Are Alike,Easy,29,331,64.6K,82.2K,78.6%,"['Counting', 'String']",[]
1705,Maximum Number of Eaten Apples,Medium,131,338,10.7K,31.1K,34.6%,"['Array', 'Greedy', 'Heap (Priority Queue)']",[]
1706,Where Will the Ball Fall,Medium,32,389,13.7K,21.6K,63.2%,"['Array', 'Depth-First Search', 'Dynamic Programming', 'Matrix', 'Simulation']",[]
1707,Maximum XOR With an Element From Array,Hard,12,256,5.5K,13K,42.5%,"['Array', 'Bit Manipulation', 'Trie']","[('Maximum XOR of Two Numbers in an Array', 'Medium')]"
1708,Largest Subarray Length K,Easy,54,42,3.3K,5.1K,64.0%,"['Array', 'Greedy']",[]
1709,Biggest Window Between Visits,Medium,2,54,4.8K,5.9K,81.1%,['Database'],[]
1710,Maximum Units on a Truck,Easy,56,641,63.9K,88.1K,72.5%,"['Array', 'Greedy', 'Sorting']",[]
1711,Count Good Meals,Medium,150,321,16.8K,61.4K,27.3%,"['Array', 'Hash Table']","[('Max Number of K-Sum Pairs', 'Medium'), ('Two Sum', 'Easy')]"
1712,Ways to Split Array Into Three Subarrays,Medium,48,471,10.5K,36K,29.2%,"['Array', 'Binary Search', 'Prefix Sum', 'Two Pointers']",[]
1713,Minimum Operations to Make a Subsequence,Hard,4,277,4.6K,10.1K,46.1%,"['Array', 'Binary Search', 'Greedy', 'Hash Table']",[]
1714,Sum Of Special Evenly-Spaced Elements In Array,Hard,12,12,659,1.3K,50.6%,"['Array', 'Dynamic Programming']",[]
1715,Count Apples and Oranges,Medium,5,32,4.5K,5.7K,78.5%,['Database'],[]
1716,Calculate Money in Leetcode Bank,Easy,10,313,21.6K,33.7K,64.1%,['Math'],[]
1717,Maximum Score From Removing Substrings,Medium,16,255,6.5K,15.5K,42.1%,"['Greedy', 'Stack', 'String']",[]
1718,Construct the Lexicographically Largest Valid Sequence,Medium,23,270,6.1K,12.6K,48.9%,"['Array', 'Backtracking']",[]
1719,Number Of Ways To Reconstruct A Tree,Hard,62,81,1.8K,4.5K,39.9%,"['Graph', 'Topological Sort', 'Tree']",[]
1720,Decode XORed Array,Easy,56,341,37.8K,44.2K,85.6%,"['Array', 'Bit Manipulation']",[]
1721,Swapping Nodes in a Linked List,Medium,48,747,60.1K,90.4K,66.5%,"['Linked List', 'Two Pointers']","[('Remove Nth Node From End of List', 'Medium'), ('Reverse Nodes in k-Group', 'Hard'), ('Swap Nodes in Pairs', 'Medium')]"
1722,Minimize Hamming Distance After Swap Operations,Medium,11,404,8.9K,19.3K,46.1%,"['Array', 'Depth-First Search', 'Union Find']","[('Smallest String With Swaps', 'Medium')]"
1723,Find Minimum Time to Finish All Jobs,Hard,12,285,8.7K,21.3K,40.7%,"['Array', 'Backtracking', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']",[]
1724,Checking Existence of Edge Length Limited Paths II,Hard,4,25,1.1K,2K,56.5%,"['Graph', 'Minimum Spanning Tree', 'Union Find']","[('Checking Existence of Edge Length Limited Paths', 'Hard')]"
1725,Number Of Rectangles That Can Form The Largest Square,Easy,26,209,27.5K,35.2K,78.3%,['Array'],[]
1726,Tuple with Same Product,Medium,14,286,14.3K,24.3K,58.8%,"['Array', 'Hash Table']",[]
1727,Largest Submatrix With Rearrangements,Medium,13,442,8.7K,14.7K,59.5%,"['Array', 'Greedy', 'Matrix', 'Sorting']","[('Max Area of Island', 'Medium')]"
1728,Cat and Mouse II,Hard,19,89,3.4K,8.2K,41.1%,"['Breadth-First Search', 'Dynamic Programming', 'Game Theory', 'Graph', 'Math', 'Memoization']","[('Cat and Mouse', 'Hard'), ('Escape The Ghosts', 'Medium')]"
1729,Find Followers Count,Easy,6,25,5.7K,8.1K,70.6%,['Database'],[]
1730,Shortest Path to Get Food,Medium,7,123,6.6K,12.1K,54.8%,"['Array', 'Breadth-First Search', 'Matrix']","[('01 Matrix', 'Medium'), ('Shortest Path in a Grid with Obstacles Elimination', 'Hard')]"
1731,The Number of Employees Which Report to Each Employee,Easy,8,36,4.8K,9.8K,49.1%,['Database'],[]
1732,Find the Highest Altitude,Easy,42,378,42.3K,53.4K,79.2%,"['Array', 'Prefix Sum']",[]
1733,Minimum Number of People to Teach,Medium,254,96,4.6K,11.9K,38.7%,"['Array', 'Greedy']",[]
1734,Decode XORed Permutation,Medium,12,338,6.7K,11.7K,57.2%,"['Array', 'Bit Manipulation']",[]
1735,Count Ways to Make Array With Product,Hard,21,104,2.5K,5.1K,48.7%,"['Array', 'Dynamic Programming', 'Math']",[]
1736,Latest Time by Replacing Hidden Digits,Easy,79,136,16.5K,40K,41.4%,['String'],[]
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,201,168,6.6K,21.7K,30.6%,"['Counting', 'Hash Table', 'Prefix Sum', 'String']",[]
1738,Find Kth Largest XOR Coordinate Value,Medium,28,164,9.9K,15.9K,62.6%,"['Array', 'Bit Manipulation', 'Divide and Conquer', 'Heap (Priority Queue)', 'Matrix', 'Prefix Sum', 'Quickselect']",[]
1739,Building Boxes,Hard,26,154,3.9K,7.8K,50.3%,"['Binary Search', 'Greedy', 'Math']",[]
1740,Find Distance in a Binary Tree,Medium,7,119,5.1K,7.3K,69.0%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Hash Table', 'Tree']",[]
1741,Find Total Time Spent by Each Employee,Easy,3,47,9.3K,10.2K,90.9%,['Database'],[]
1742,Maximum Number of Balls in a Box,Easy,58,227,26.9K,36.7K,73.3%,"['Counting', 'Hash Table', 'Math']",[]
1743,Restore the Array From Adjacent Pairs,Medium,4,328,13.3K,20.4K,65.2%,"['Array', 'Hash Table']",[]
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,212,65,6.6K,21K,31.4%,"['Array', 'Prefix Sum']",[]
1745,Palindrome Partitioning IV,Hard,8,279,9.7K,19.4K,49.8%,"['Dynamic Programming', 'String']","[('Palindrome Partitioning', 'Medium'), ('Palindrome Partitioning II', 'Hard'), ('Palindrome Partitioning III', 'Hard')]"
1746,Maximum Subarray Sum After One Operation,Medium,0,93,1.7K,2.8K,61.2%,"['Array', 'Dynamic Programming']","[('Maximum Subarray', 'Easy')]"
1747,Leetflex Banned Accounts,Medium,0,38,3.7K,5.4K,68.6%,['Database'],[]
1748,Sum of Unique Elements,Easy,12,401,42.6K,57K,74.6%,"['Array', 'Counting', 'Hash Table']",[]
1749,Maximum Absolute Sum of Any Subarray,Medium,8,353,11.6K,21.5K,54.1%,"['Array', 'Dynamic Programming']","[('Maximum Subarray', 'Easy')]"
1750,Minimum Length of String After Deleting Similar Ends,Medium,13,153,9.4K,22.2K,42.4%,"['String', 'Two Pointers']",[]
1751,Maximum Number of Events That Can Be Attended II,Hard,4,242,6.3K,12.9K,49.4%,"['Array', 'Binary Search', 'Dynamic Programming']","[('Maximum Number of Events That Can Be Attended', 'Medium')]"
1752,Check if Array Is Sorted and Rotated,Easy,37,256,19K,42.5K,44.7%,['Array'],[]
1753,Maximum Score From Removing Stones,Medium,24,256,14K,22.2K,63.1%,"['Greedy', 'Heap (Priority Queue)', 'Math']",[]
1754,Largest Merge Of Two Strings,Medium,40,232,10.6K,25.4K,41.9%,"['Greedy', 'String', 'Two Pointers']",[]
1755,Closest Subsequence Sum,Hard,44,239,5.3K,15.4K,34.4%,"['Array', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming', 'Two Pointers']",[]
1756,Design Most Recently Used Queue,Medium,3,76,2.7K,3.4K,78.3%,"['Array', 'Design', 'Hash Table', 'Ordered Set', 'Stack']","[('LRU Cache', 'Medium')]"
1757,Recyclable and Low Fat Products,Easy,31,49,14.6K,15.3K,95.3%,['Database'],[]
1758,Minimum Changes To Make Alternating Binary String,Easy,7,276,18.9K,32.4K,58.4%,['String'],[]
1759,Count Number of Homogenous Substrings,Medium,22,211,12.4K,28.2K,43.8%,"['Math', 'String']","[('Consecutive Characters', 'Easy'), ('Number of Substrings With Only 1s', 'Medium')]"
1760,Minimum Limit of Balls in a Bag,Medium,26,533,10.1K,18.7K,54.0%,"['Array', 'Binary Search']",[]
1761,Minimum Degree of a Connected Trio in a Graph,Hard,129,79,7.5K,19.3K,39.0%,['Graph'],[]
1762,Buildings With an Ocean View,Medium,29,172,16K,19.6K,81.3%,"['Array', 'Monotonic Stack', 'Stack']",[]
1763,Longest Nice Substring,Easy,208,204,11.6K,19K,61.2%,"['Bit Manipulation', 'Hash Table', 'Sliding Window', 'String']",[]
1764,Form Array by Concatenating Subarrays of Another Array,Medium,18,135,8.1K,15.1K,53.4%,"['Array', 'Greedy', 'String Matching']",[]
1765,Map of Highest Peak,Medium,26,313,9.9K,17.3K,57.4%,"['Array', 'Breadth-First Search', 'Matrix']",[]
1766,Tree of Coprimes,Hard,13,159,3.7K,10K,36.6%,"['Breadth-First Search', 'Depth-First Search', 'Math', 'Tree']",[]
1767,Find the Subtasks That Did Not Execute,Hard,3,44,2.1K,2.4K,86.6%,['Database'],[]
1768,Merge Strings Alternately,Easy,5,259,30.2K,40.7K,74.2%,"['String', 'Two Pointers']","[('Zigzag Iterator', 'Medium')]"
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,30,676,40.7K,47.4K,85.8%,"['Array', 'String']","[('Minimum Cost to Move Chips to The Same Position', 'Easy')]"
1770,Maximum Score from Performing Multiplication Operations,Medium,87,330,10.8K,35.2K,30.6%,"['Array', 'Dynamic Programming']","[('Stone Game VII', 'Medium')]"
1771,Maximize Palindrome Length From Subsequences,Hard,6,240,5.6K,16.1K,34.4%,"['Dynamic Programming', 'String']","[('Longest Palindromic Subsequence', 'Medium')]"
1772,Sort Features by Popularity,Medium,19,27,2K,3K,65.7%,"['Array', 'Hash Table', 'Sorting', 'String']","[('Top K Frequent Elements', 'Medium'), ('Top K Frequent Words', 'Medium')]"
1773,Count Items Matching a Rule,Easy,57,349,55.1K,65.1K,84.6%,"['Array', 'String']",[]
1774,Closest Dessert Cost,Medium,28,233,9.9K,22K,45.2%,"['Array', 'Backtracking', 'Dynamic Programming']",[]
1775,Equal Sum Arrays With Minimum Number of Operations,Medium,8,288,9K,17.7K,50.6%,"['Array', 'Counting', 'Greedy', 'Hash Table']","[('Number of Dice Rolls With Target Sum', 'Medium')]"
1776,Car Fleet II,Hard,6,289,8.8K,17.6K,49.8%,"['Array', 'Heap (Priority Queue)', 'Math', 'Monotonic Stack', 'Stack']","[('Car Fleet', 'Medium')]"
1778,Shortest Path in a Hidden Grid,Medium,31,63,2.2K,4.8K,45.1%,"['Breadth-First Search', 'Depth-First Search', 'Graph', 'Interactive']","[('Minimum Path Cost in a Hidden Grid', 'Medium'), ('Robot Room Cleaner', 'Hard')]"
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,26,119,15.8K,23.6K,66.7%,['Array'],"[('K Closest Points to Origin', 'Medium')]"
1780,Check if Number is a Sum of Powers of Three,Medium,15,341,14.5K,22.9K,63.3%,['Math'],"[('Power of Three', 'Easy')]"
1781,Sum of Beauty of All Substrings,Medium,66,179,9.4K,16.1K,58.6%,"['Counting', 'Hash Table', 'String']",[]
1782,Count Pairs Of Nodes,Hard,105,138,3.1K,8.9K,35.2%,"['Binary Search', 'Graph', 'Two Pointers']",[]
